param_prl  stim  subj_idx    value_prl           std        2.5q          25q         50q         75q       97.5q       mc_err
a    neutral    101             1.07211   0.0502864    0.978605      1.03842     1.07038     1.10365     1.17771   0.00193611
a    neutral    102             1.02919   0.0431391    0.949499     0.999453     1.02837     1.05707     1.11674   0.00136518
a    neutral    105             1.27563   0.0508368      1.1778      1.24329      1.2735     1.30872     1.38058   0.00147583
a    neutral    106             1.21926   0.0484395     1.13128      1.18477      1.2186     1.25343     1.31387   0.00153504
a    neutral    107             1.27138   0.0646475     1.15123      1.22773     1.26781     1.31368     1.40446   0.00252039
a    neutral    108             1.50253   0.0664926     1.37796      1.45454     1.50101     1.54619     1.64028   0.00227107
a    neutral    109              1.4215   0.0544571     1.31638      1.38463     1.41982     1.45626     1.53137   0.00161476
a    neutral    110            0.938408   0.0539041    0.830447     0.901663    0.938771    0.973368     1.04187    0.0023134
a    neutral    112             1.24668   0.0506712     1.15634      1.21205     1.24402     1.27741     1.35394   0.00179143
a    neutral    113             1.09255   0.0612056    0.986877      1.05086     1.08705     1.12694      1.2311   0.00324672
a    neutral    114             1.23632   0.0539868     1.12022      1.20218     1.23727     1.27117     1.33742   0.00213212
a    neutral    115             1.72873   0.0739064     1.58766       1.6782     1.72593     1.77843     1.87918   0.00270079
a    neutral    116             1.27622   0.0518584      1.1782      1.24119     1.27542     1.31025     1.38122   0.00167821
a    neutral    117             1.42052    0.058604      1.3137      1.37928     1.41918     1.45858     1.54271    0.0018717
a    neutral    118             1.67415   0.0799884     1.52691      1.61882     1.67288     1.72589     1.83932   0.00268113
a    neutral    120             1.48933   0.0696611     1.36024      1.44045      1.4845     1.53149     1.63456   0.00248978
a    neutral    121             1.13779   0.0569928     1.03103      1.09719     1.13568     1.17482     1.25435   0.00205333
a    neutral    123            0.966529   0.0380343    0.892484     0.941619     0.96557    0.990977     1.04375   0.00117685
a    neutral    124             1.45209   0.0575898     1.34554      1.41156     1.44951     1.49164     1.57285   0.00177606
a    neutral    125              1.4768    0.067752     1.35141      1.42803     1.47368     1.52335     1.61535   0.00245467
a    neutral    127             1.10437   0.0429184     1.02444      1.07435     1.10405     1.13201      1.1912    0.0013525
a    neutral    128            0.930645   0.0526898    0.833717     0.895018    0.928772    0.961502     1.04516   0.00207237
a    neutral    129             1.56091   0.0613163     1.44589      1.51939     1.55872     1.60309     1.68546   0.00156717
a    neutral    130             1.23331   0.0455212     1.15047      1.20179     1.23083     1.26347      1.3298   0.00123193
a    neutral    131             1.08309   0.0431235     1.00099      1.05491     1.08049     1.11199     1.17025   0.00135401
a    neutral    132              1.5216   0.0615943     1.40531      1.47924      1.5208     1.56249     1.64686     0.002122
a    neutral    134             1.71782   0.0609769     1.60268      1.67748     1.71538     1.75853     1.84514   0.00177775
a    neutral    135             1.28661   0.0584928      1.1744      1.24757     1.28434     1.32491     1.40358   0.00173792
a    neutral    136             1.04672   0.0429771    0.966649      1.01604      1.0455     1.07488     1.13719    0.0014033
a    neutral    137             1.67279   0.0648906       1.548      1.62904     1.67189     1.71604     1.80455   0.00215302
a    neutral    138             1.12115   0.0585859     1.01632      1.08034     1.11839     1.15705     1.25126   0.00223081
a    neutral    139             1.15279   0.0465412      1.0656      1.12025     1.15265     1.18314     1.24932   0.00166508
a    neutral    140             1.20867   0.0475822     1.11751      1.17669       1.208     1.23987      1.3018   0.00137699
a    neutral    141             1.75396   0.0716153     1.61414      1.70501     1.75308     1.80009     1.89501   0.00241148
a    neutral    143              1.1382   0.0452742     1.05473      1.10721     1.13655     1.16744     1.23435   0.00139782
a    neutral    144             1.64074   0.0612807      1.5289       1.5986     1.63917     1.68011     1.76874   0.00183485
a    neutral    146            0.908232   0.0504593    0.818453     0.871437    0.905679    0.943224     1.01038   0.00234927
a    neutral    147             1.21684   0.0528963     1.11679      1.18151     1.21499     1.25033     1.32552   0.00176079
a    neutral    148             0.91821   0.0405082    0.841222     0.890113    0.918962    0.945209    0.997521   0.00112571
a    neutral    149             1.32374   0.0514263     1.22802      1.28856     1.32167     1.35859     1.42937   0.00181037
a    neutral    150             1.22427   0.0471956     1.13805      1.19055     1.22231     1.25448     1.32424   0.00156798
a    neutral    151             1.71727    0.064489     1.59233      1.67197     1.71786     1.75991     1.84507   0.00222186
a    neutral    152             1.43642   0.0642062      1.3181      1.39163     1.43494     1.47999     1.56353   0.00196609
a    neutral    153             1.01509    0.049132    0.922457     0.982056     1.01185     1.04902     1.11215   0.00183471
a    neutral    154              1.3896   0.0626398     1.26551      1.34885     1.38945     1.43152     1.51989   0.00206568
a    neutral    155             1.67106   0.0841078     1.51678      1.61188     1.66768     1.72604     1.84211   0.00336676
a    neutral    156             1.06648   0.0483754    0.977682      1.03333     1.06541     1.09413     1.17204   0.00185308
a    neutral    158             1.21246   0.0620099     1.10251      1.16834     1.20949     1.25214     1.34106   0.00227268
a    neutral    159             1.08157    0.050944    0.990363      1.04529     1.07868     1.11613     1.18834   0.00193389
a    neutral    160             1.59506   0.0597217     1.47942      1.55508     1.59433     1.63369     1.71889   0.00174013
a    neutral    163             1.05498   0.0552565    0.958259      1.01387      1.0518     1.09328     1.16431   0.00212046
a    neutral    165             1.20367   0.0524795     1.10194      1.16899     1.20248     1.23749     1.31107    0.0016564
a    neutral    166               1.261   0.0560236     1.15479      1.22233     1.26071     1.29872     1.37312   0.00206142
a    neutral    167             1.38349   0.0577984     1.27601      1.34445     1.37885      1.4186     1.50909   0.00200394
a    neutral    168              1.1657   0.0471362     1.07615      1.13647     1.16386     1.19662     1.26214   0.00145834
a    neutral    169             1.56446   0.0640719     1.44246      1.52018     1.56362     1.60738     1.69585   0.00202545
a    neutral    170             1.40887   0.0578916     1.29883      1.37048     1.40591     1.44622     1.52635   0.00186705
a    neutral    171             1.18637   0.0523439     1.08893      1.15066     1.18573     1.22057     1.29241   0.00202506
a    neutral    172             1.14343   0.0526001     1.04445      1.10676      1.1431     1.17858     1.24493   0.00172736
a    neutral    173             1.46421   0.0581899     1.35639      1.42479     1.46204     1.50294      1.5808   0.00159968
a    neutral    174             1.08103   0.0440344    0.997433      1.05014     1.08135      1.1108     1.16913   0.00130999
a    neutral    175            0.978002   0.0413777     0.89948     0.950015    0.976028     1.00552     1.06214   0.00131511
a    neutral    176              1.0099   0.0526531    0.903813     0.974733     1.00888     1.04277     1.11865   0.00191424
a    neutral    179             1.29601   0.0515178     1.19569      1.26158     1.29522     1.32831     1.40019   0.00138925
a    neutral    180             1.13149   0.0431882     1.05318      1.10219     1.13083     1.15895     1.22076   0.00130535
a    neutral    181             1.37407   0.0574242     1.25816      1.33678     1.37213     1.41263     1.49337   0.00172006
a    neutral    182             1.16782   0.0600195     1.04662      1.12746     1.16875     1.20706      1.2858   0.00220881
a    neutral    183             0.98886   0.0416733     0.91186     0.960349    0.986082     1.01603     1.07665   0.00124255
a    neutral    184             1.16432   0.0447071     1.07992      1.13285      1.1651     1.19501     1.25345   0.00147648
a    neutral    185             1.59239   0.0632821     1.47208      1.54936     1.59002     1.63471     1.72374   0.00194104
a    neutral    186             1.41888   0.0572566     1.31241      1.37793     1.41781     1.45717     1.53206   0.00167973
a    neutral    187             1.43161   0.0539496     1.32683      1.39395      1.4309     1.46703     1.53589   0.00156162
a    neutral    188             1.32546    0.054776     1.22391      1.28843     1.32362     1.36003     1.43622   0.00183616
a    neutral    189             1.58253   0.0793965     1.43968      1.52886     1.57691     1.63281     1.74908   0.00266402
a    neutral    190             1.09529   0.0470968     1.00637      1.06184     1.09432     1.12687     1.18885    0.0016452
a    neutral    191             1.17271   0.0470007     1.08462      1.14051     1.17173     1.20314      1.2679   0.00148252
a    neutral    192             1.42492   0.0590661     1.31405      1.38545     1.42325     1.46541     1.54413   0.00169903
a    neutral    193             1.07885   0.0593497    0.971676      1.03687     1.07514     1.11735     1.20084   0.00239568
a    neutral    194              1.2676   0.0549537     1.16908      1.22943     1.26549     1.30332     1.38123   0.00189262
a    neutral    195              1.5364   0.0657698     1.40949      1.49157     1.53633     1.58152     1.66489   0.00219446
a    neutral    196             1.19963   0.0559153     1.09713      1.16252     1.19734     1.23554     1.31203   0.00175891
a    neutral    197             1.60161    0.086639     1.43193      1.54271     1.60087     1.66013     1.77571   0.00352458
a    neutral    198             1.27735   0.0523378     1.18058      1.24282     1.27647     1.30977     1.38282   0.00173387
a    neutral    199             1.04384   0.0651187    0.909858       1.0023     1.04665     1.09011     1.16365   0.00347783
a    neutral    201            0.980252   0.0439076    0.898391     0.949485    0.979773     1.00934     1.06868   0.00156488
a    neutral    202             1.09644   0.0497508     1.00542      1.06136     1.09542     1.12934     1.19899   0.00170981
a    neutral    203             1.06817   0.0462103    0.983117      1.03654     1.06703     1.09771     1.16249    0.0016015
a    neutral    204             1.28607   0.0629826     1.17107      1.24116     1.28346     1.32854      1.4081   0.00231953
a    neutral    205             1.31854   0.0505754     1.22158      1.28252     1.31824     1.35301     1.41914   0.00169876
a    neutral    206             1.27559   0.0652773     1.15769      1.23195     1.27497     1.31706     1.40943   0.00260573
a    neutral    207              1.2155   0.0519426     1.11791      1.18219     1.21353     1.24752     1.32176   0.00160938
a    neutral    208             1.22408   0.0487913     1.12999      1.19092     1.22231     1.25629     1.32233   0.00164301
a    neutral    209             1.42141   0.0856773     1.21756      1.37584     1.42977     1.47782     1.57184   0.00514335
a    neutral    211              1.5536   0.0659177     1.42411      1.51073      1.5534     1.59667     1.68307   0.00210286
a    neutral    212            0.988763   0.0438461    0.898781     0.960206    0.988065     1.01783     1.07563   0.00163509
a    neutral    213            0.907197   0.0356854    0.841907     0.881977    0.905569     0.92923    0.980814   0.00108935
a    neutral    214              1.2206   0.0505263     1.12165       1.1879     1.21974      1.2544     1.32072   0.00157333
a    neutral    215             1.33113   0.0626699     1.21169      1.28837     1.32988     1.37261     1.45623   0.00232157
a    neutral    216             1.22619   0.0499556     1.12577      1.19318      1.2271     1.26052      1.3229    0.0016413
a    neutral    217             1.11174   0.0731477     0.98034      1.05885     1.10783     1.16112     1.26009    0.0035508
a    neutral    218             1.26881   0.0599693     1.15788      1.22614     1.26983     1.30801     1.39116   0.00181498
a    neutral    219             1.24794   0.0475551     1.15984      1.21523     1.24561      1.2801     1.34255   0.00132262
a    neutral    221              1.1635    0.056665      1.0595      1.12366     1.15983     1.19971     1.27878   0.00196408
a    neutral    223             1.12502     0.05213     1.03175      1.08816     1.12226     1.15931     1.23584   0.00189391
a    neutral    224              1.5256   0.0759755     1.38207      1.47313     1.52497     1.57474     1.67794   0.00288263
a    neutral    225             1.02687   0.0499189    0.930549     0.993477     1.02626     1.06005     1.12525   0.00184882
a    neutral    226             1.09564   0.0423823     1.01318       1.0667     1.09434     1.12241      1.1831   0.00141827
a    neutral    227             1.25529   0.0488561     1.16117      1.22178     1.25567     1.28697     1.35292   0.00143521
a    neutral    228             1.47299   0.0667183     1.35162      1.42737     1.46997     1.51718     1.60572   0.00255019
a    neutral    229             1.27562    0.050833     1.17576      1.24087     1.27294     1.30953     1.37537   0.00165843
a    neutral    230             1.11867   0.0443004     1.03794      1.08795     1.11809     1.14833     1.20681   0.00132493
a    neutral    231             1.04654   0.0455272    0.958434      1.01701     1.04657     1.07677     1.13935   0.00148152
a    neutral    232             1.18034   0.0583374     1.06987      1.13906     1.17806     1.21813     1.30275   0.00220688
a    neutral    233             1.29363   0.0545309     1.19257      1.25528     1.29296      1.3299     1.40539   0.00152322
a    neutral    234             1.03647   0.0472437    0.949044      1.00412      1.0341     1.06958     1.13096   0.00144032
a    neutral    235             1.28521   0.0524066     1.18643      1.24824     1.28264     1.31955       1.394   0.00138195
a    neutral    237             1.06277   0.0429097    0.980529      1.03442     1.06143     1.09052     1.14793   0.00130344
a    neutral    238             1.02523   0.0430789    0.945765     0.996379     1.02428      1.0526     1.11525   0.00131759
a    neutral    239             1.03405   0.0490988    0.941668      1.00159     1.03241     1.06666     1.12943   0.00163563
a    neutral    240             1.04526   0.0524154    0.948217       1.0088     1.04407     1.07871     1.15629   0.00188631
a    neutral    241              1.5851   0.0584232      1.4749      1.54494     1.58402     1.62297     1.70338   0.00150543
a    neutral    242             1.21944    0.089842     1.04554      1.15849     1.21564     1.28177     1.39827   0.00522289
a    neutral    243              1.0697   0.0480849    0.982279      1.03639     1.06834     1.10046     1.17207   0.00159974
a    neutral    244             1.25524   0.0520316      1.1567      1.21848     1.25367     1.28999      1.3614   0.00156707
a    neutral    245             1.32123   0.0645191     1.20209      1.27658     1.31989     1.36402     1.45465   0.00218588
a    neutral    246             1.42214   0.0639979     1.29832      1.37939     1.42266     1.46397     1.55409   0.00207035
a    neutral    247             1.33176   0.0638823      1.2104      1.28844     1.32961     1.37484     1.46014    0.0021287
a    neutral    248             1.05239   0.0446608    0.965142      1.02214     1.05179      1.0811     1.14449   0.00161029
a    neutral    249             1.24766   0.0596891     1.13744      1.20548     1.24363     1.28829     1.36878    0.0019356
a    neutral    250              1.7069   0.0594084      1.5962      1.66448     1.70551      1.7473     1.82894   0.00171769
a    neutral    252             1.30213   0.0576951     1.18789      1.26359     1.30021     1.34166     1.41976   0.00213508
a    neutral    253            0.954888   0.0443603    0.869074     0.926358    0.953248    0.983986     1.04634   0.00153367
a    neutral    254              1.4826   0.0597889     1.37176        1.442     1.48118     1.52094      1.6031    0.0016971
a    neutral    255              1.1308   0.0486604     1.03844      1.09811     1.13059     1.16263     1.22796   0.00177234
a    neutral    256             1.60799   0.0658146       1.475      1.56231     1.61025     1.65271     1.73352   0.00217333
a    neutral    257             1.08004   0.0432673    0.999181      1.04938     1.07842     1.10933     1.16943   0.00128829
a    neutral    258             1.69408   0.0814141     1.54608      1.63701     1.68985     1.74679     1.86692   0.00320686
a    neutral    259             1.23071   0.0499162     1.14092      1.19538     1.22793     1.26554     1.33306   0.00158769
a    neutral    260             1.10373   0.0469059      1.0166      1.07219     1.10279     1.13264     1.20234   0.00140867
a    neutral    261             1.16286   0.0467039     1.07581      1.13062     1.16234      1.1922     1.26216   0.00136174
a    neutral    262             1.09166   0.0445245     1.01198      1.05976     1.09022      1.1202      1.1912   0.00145439
a    neutral    263              1.3123   0.0525544     1.21179      1.27694     1.31062     1.34418     1.42193   0.00164259
a    neutral    264             1.13349   0.0728093    0.990989       1.0832      1.1378     1.18558     1.26648   0.00397859
a    neutral    265             1.37288   0.0615582     1.26379      1.33123     1.36827     1.41326     1.50007   0.00197339
a    neutral    267             1.01066   0.0516519    0.913524      0.97473      1.0105     1.04601     1.11327   0.00203074
a    neutral    268             1.05305   0.0421722     0.97403      1.02479     1.05135     1.07947     1.13989   0.00131617
a    neutral    269             1.23202   0.0552389     1.12636      1.19335     1.23034     1.26937     1.33951   0.00188072
a    neutral    270             1.02321   0.0474614    0.934682     0.992356      1.0221     1.05345     1.12097    0.0018356
a    neutral    271             1.02966   0.0445136    0.944569      1.00058     1.02839      1.0597     1.12079   0.00138822
a    neutral    273             1.30541    0.055513     1.20504      1.26587     1.30301     1.34177     1.42027    0.0017531
a    neutral    275             1.21835   0.0549837      1.1129      1.18216     1.21867     1.25481     1.32434    0.0016681
a    neutral    276             1.05865   0.0413573    0.976982      1.03021     1.05859     1.08367     1.14551   0.00152669
a    neutral    277             1.55582   0.0549828     1.45074      1.51674     1.55443     1.59137     1.66958     0.001736
a    neutral    278             1.34918   0.0543854     1.24925      1.31312     1.34695     1.38422     1.46293   0.00179663
a    neutral    279            0.919997   0.0373699    0.848237     0.894448    0.919748    0.945473    0.995823   0.00131195
a    neutral    280             1.47108   0.0606927     1.35863      1.42901     1.46867     1.51171     1.59682   0.00188702
a    neutral    282             1.18166   0.0571354     1.07891      1.14354     1.17769     1.21863     1.30342   0.00202395
a    neutral    283            0.908438   0.0448516    0.820936     0.878465    0.908051    0.937764     1.00003   0.00171259
a    neutral    284            0.995817   0.0412113     0.91965      0.96818    0.994892     1.02229      1.0838   0.00128687
a    neutral    285             1.18311   0.0474305     1.09572      1.15029     1.18207      1.2147     1.28255   0.00132732
a    neutral    287             1.32148   0.0607404      1.2078      1.27959     1.31744     1.36188     1.44586   0.00203592
a    neutral    288             1.27086   0.0530052     1.16775      1.23429     1.26985     1.30512      1.3755   0.00171574
a    neutral    289            0.990809   0.0441821    0.912512     0.959393    0.989189     1.01875     1.08169   0.00157498
a    neutral    290             1.01524   0.0524799    0.915977     0.980254     1.01356     1.04874     1.11969   0.00195982
a    neutral    291             1.61344   0.0824398     1.45029      1.55538     1.61425     1.67196     1.76933   0.00311232
a    neutral    292             1.30945   0.0555559      1.2081      1.27115     1.30591     1.34717     1.42059    0.0021385
a    neutral    293             1.57559    0.062526     1.45999      1.53181     1.57466     1.61707     1.69764   0.00181044
a    neutral    294             1.01538   0.0430983    0.933308     0.985601     1.01372     1.04371     1.10527    0.0013168
a    neutral    295             1.39946    0.051858     1.29856      1.36396     1.39775     1.43433     1.50357   0.00165054
a    neutral    296             1.36145   0.0653772     1.23539      1.31662     1.36145      1.4047     1.49152     0.002195
a    neutral    297             1.38224   0.0583586     1.27469      1.34097     1.38094     1.42281     1.50097     0.001755
a    neutral    298             1.44944   0.0574702     1.33895      1.41034     1.44909     1.48702     1.56249   0.00184784
a    neutral    299             1.42633   0.0564408     1.32053      1.38664     1.42653     1.46332     1.54359   0.00172228
a    neutral    300             1.25984   0.0497715     1.16804      1.22537     1.25889     1.29163     1.35992   0.00198831
a    neutral    301             1.33827   0.0574404     1.22987      1.29941     1.33806     1.37368     1.45714   0.00182622
a    neutral    302             1.35477   0.0539115     1.25226      1.31766     1.35426     1.38895     1.46747   0.00205102
a    neutral    303             1.08634   0.0462211    0.999603      1.05379     1.08496     1.11752      1.1778   0.00125605
a    neutral    304             1.79609   0.0535411     1.69537      1.75942     1.79603     1.83064     1.90561   0.00176766
a    neutral    305              1.6584   0.0625341     1.54513      1.61288     1.65728     1.70036      1.7825   0.00186804
a    neutral    306             1.54751   0.0732881     1.41609      1.49602     1.54419     1.59752     1.69518   0.00231977
a    neutral    307             1.24424    0.051548     1.14874      1.20963     1.24279      1.2771     1.35113   0.00145574
a    neutral    308             1.57685   0.0581296     1.46695      1.53869     1.57607      1.6151     1.69328   0.00157133
a    neutral    309             1.33371   0.0569013     1.22331      1.29662     1.33176     1.37064     1.44564   0.00184378
a    neutral    310             1.34028   0.0759441     1.21111      1.28606      1.3324     1.38588     1.50922   0.00339512
a    neutral    311              1.0873   0.0452274    0.999798      1.05669      1.0873     1.11761     1.17688   0.00144565
v    food    1                 0.728037     1.22574    -1.11156    -0.186609    0.378656      1.6288     3.35207    0.0596636
v    food    2                  1.65817      1.0972   0.0369067     0.833317     1.49214     2.32207     4.19323    0.0414754
v    food    3                  1.86148    0.649431    0.955867      1.38577     1.74737     2.18619     3.50785    0.0344189
v    food    4                  1.08614    0.210786     0.72108     0.946227     1.07128     1.19879     1.57896   0.00774587
v    food    5                  3.83658    0.538006     2.88923      3.46436     3.80168      4.1925     4.94324    0.0261983
v    food    6                  1.12312     1.02616   -0.283012     0.357698    0.807262     1.73695     3.60695     0.040759
v    food    7                 0.698493     0.93484   -0.591931    0.0244547    0.437095     1.18739      2.9426    0.0347313
v    food    8                  1.06387    0.769468    0.240877     0.508806    0.784962     1.44524     3.06986    0.0433662
v    food    9                  1.51413     1.08787   -0.188405     0.571709     1.50768     2.27352     3.62298    0.0483586
v    food    10                0.712497    0.887998   -0.639019     0.059667    0.564541     1.23277     2.77762    0.0261234
v    food    11                 2.05908    0.450674     1.38241      1.73021      1.9994     2.32177     3.08924     0.025139
v    food    12                0.882351    0.910141   -0.508469     0.168422    0.752497     1.44458     2.95567    0.0294725
v    food    13                 3.74801     1.39347    0.278275      3.08681     3.90234     4.64631     6.15978    0.0723541
v    food    14                 2.61101    0.284059     2.03511      2.43128     2.60256     2.79786     3.17773    0.0084396
v    food    15                 1.72192    0.962143    0.277236     0.988343     1.59415     2.35656     3.80078    0.0452386
v    food    16                 1.74522    0.606804    0.833535      1.31577     1.63514     2.07472     3.21059    0.0338458
v    food    17                 2.34375    0.887965     0.90518       1.6588     2.28393     2.91843     4.24389    0.0432671
v    food    18                0.695321    0.194572    0.422369     0.579864    0.675949    0.773558     1.07368   0.00753912
v    food    19                 2.22205     1.02268     0.63342      1.39944       2.185      2.9363     4.31091    0.0683961
v    food    20                 1.25727    0.216926    0.863016      1.10635       1.247      1.3962     1.71816   0.00644844
v    food    21                 1.22973     0.39763    0.697302     0.966766     1.13937     1.39287     2.26589    0.0207096
v    food    22                0.900098     0.46192    0.360667     0.637213    0.791662     1.00179     2.30791    0.0223928
v    food    23                 1.80226    0.471672     1.06559      1.46198      1.7393     2.06965     2.86451    0.0218004
v    food    24                 6.66353    0.863278     5.05974      6.13883      6.6572     7.25743     8.28766    0.0402492
v    food    25                 2.33219    0.252766      1.8728      2.15714     2.32265     2.50306     2.86651   0.00816208
v    food    26                 1.57214      1.0773   -0.150736     0.737143     1.51506     2.29746      3.8066    0.0383077
v    food    27                 1.18831    0.987359   -0.207325     0.420126     1.01147     1.77869     3.52802    0.0362617
v    food    28                 1.25001    0.935729      0.1565     0.503345    0.984269     1.84088     3.44833    0.0498356
v    food    29                0.644071    0.988934   -0.984755   -0.0247667     0.40281     1.20833     2.92042    0.0362457
v    food    30                 1.00968    0.892312    -0.28035     0.332715    0.810842     1.54966     3.10093    0.0287126
v    food    31                 1.29581    0.352972    0.711966       1.0442     1.26997     1.49602     2.08001    0.0140215
v    food    32                 0.75721     1.10291   -0.705252   -0.0884952    0.425727     1.47716     3.26567    0.0395088
v    food    33                 1.66486     0.19791     1.30044        1.532     1.65742     1.79046     2.08394   0.00590158
v    food    34                 2.60978    0.699191     1.32813      2.09851     2.58282     3.08341     4.10178    0.0385815
v    food    35                 2.57383    0.531749     1.64433      2.21389     2.52721     2.88239     3.75445    0.0217878
v    food    36                 1.72088    0.746291    0.624065      1.14108       1.601     2.20511     3.43913    0.0371083
v    food    37                 2.19441    0.389668     1.52506      1.91572     2.17095     2.43163     3.07681    0.0125107
v    food    38                 1.06535    0.653322    0.437516     0.636451    0.810516     1.28912     2.87791    0.0450414
v    food    39                 1.96784    0.333232      1.3712      1.74347     1.94588     2.17495     2.71253    0.0111109
v    food    40                  3.3135    0.716194     2.10503      2.80091     3.26639     3.73112     4.83229    0.0393941
v    food    41                0.952252    0.891436   -0.386008     0.294653    0.797912     1.49543      2.9942    0.0305758
v    food    42                 -5.9349    0.629293    -7.05652     -6.31567    -5.94094    -5.58566    -4.85589    0.0285354
v    food    43                 2.60512     0.36294     2.00164      2.35453     2.56835     2.81265     3.47026     0.014515
v    food    44                 1.26326    0.407685    0.662309     0.991134      1.2013     1.47423     2.17064    0.0153252
v    food    45                0.898916     1.06219   -0.810052     0.120264    0.707528     1.54113     3.30253    0.0332381
v    food    46                 1.46564    0.822199    0.414897     0.854685      1.2413     1.92959     3.49494    0.0393456
v    food    47                 1.86901    0.289652     1.30662      1.66864     1.86675     2.06821     2.43691    0.0067074
v    food    48                 2.78007    0.689981     1.65935      2.30223     2.69831     3.17347     4.31151    0.0366252
v    food    49                0.998401    0.580707      0.2065     0.613912    0.912123     1.26412     2.31955    0.0281975
v    food    50                 3.73334     0.53396     2.74969      3.36178     3.71458     4.06025     4.85406    0.0209956
v    food    51                 1.94318     0.24701     1.48222       1.7737     1.94309     2.10679     2.42326   0.00676429
v    food    52                 2.27289    0.283595     1.75191      2.08096     2.26476     2.45633     2.84889     0.010462
v    food    53                 1.89461     1.10632   -0.408694      1.34699     2.01823     2.59552     3.84236     0.062883
v    food    54                0.904575    0.870136   -0.431771     0.255394    0.756369     1.46089     2.81865    0.0294802
v    food    55                 2.28789    0.239405     1.84045      2.11922     2.27582     2.44372     2.78679   0.00601014
v    food    56                 6.20884    0.673678     4.96381      5.76208      6.2109     6.62061      7.5893     0.033667
v    food    57                0.811261     1.12934    -1.00415    0.0162639    0.553796     1.51107     3.33443    0.0345961
v    food    58                 0.86004    0.883204   -0.123042     0.246326    0.495385     1.32205     3.10309    0.0389228
v    food    59               -0.284199    0.746388    -1.54646    -0.637295   -0.356855   -0.131893     1.92901    0.0338699
v    food    60                 3.32306    0.417874     2.51074       3.0303      3.3225     3.59457     4.16663    0.0138461
v    food    61                 1.14585     1.16408   -0.577061     0.195467    0.975529     1.95225     3.66464    0.0423504
v    food    62                 1.28636    0.935377   -0.162549     0.528621     1.22978     1.94044     3.21207    0.0409554
v    food    63                 2.90968    0.678607      1.7054      2.45743     2.87319     3.29574     4.43895    0.0274943
v    food    64                 2.78776    0.588437     1.77321       2.3786     2.71362      3.1441     4.11762    0.0284973
v    food    65                 1.97303    0.254212     1.50215        1.805     1.96904     2.13516     2.48925   0.00642177
v    food    66              -0.0481459    0.872314    -1.31514    -0.503197   -0.211017   0.0938959     2.40136    0.0368363
v    food    67                 1.47202     0.94648     0.18329     0.741896     1.25853     2.03721     3.65362    0.0423971
v    food    68                 1.26134    0.731076    0.376984     0.786429     1.04148     1.52724     3.19002    0.0386319
v    food    69                0.952753    0.227637    0.558492     0.818743    0.936538     1.06429     1.44893   0.00731471
v    food    70                 2.79273    0.508234     2.05009      2.45642     2.71953     3.01197     4.11466    0.0233128
v    food    71                 2.62705    0.380155     1.93448      2.36961     2.60663     2.85783      3.4708    0.0128736
v    food    72                0.666106     1.18893     -1.3269    -0.168881    0.402822     1.47908     3.21232    0.0437571
v    food    73                 2.29152    0.313862     1.73324      2.07721     2.26555     2.47589     2.99414    0.0101305
v    food    74                 1.70617    0.253782     1.27341      1.53562     1.68202     1.84675     2.28939   0.00891268
v    food    75                 1.27066    0.264136    0.867695      1.11205     1.24405     1.39576     1.78342     0.011457
v    food    76                 6.24283    0.834805     4.88755      5.77537     6.25544     6.75259     7.69053    0.0384331
v    food    77                 1.45818     0.53853    0.689153      1.08592     1.34942     1.72639     2.85781     0.027691
v    food    78                 1.94883    0.737774    0.746087      1.42908     1.86925     2.38116      3.7022    0.0340499
v    food    79                  2.7773    0.331217     2.15474      2.55364     2.75904      2.9917      3.4482    0.0103206
v    food    80                 1.03897    0.950031   -0.285638     0.337899    0.795643      1.6192     3.28206    0.0315278
v    food    81                0.760321    0.797702   -0.382027      0.23998    0.549257     1.10959     2.84498    0.0273078
v    food    82                 1.31144    0.930143    0.125663     0.605722     1.09717     1.82853     3.58145    0.0381939
v    food    83                  1.4784    0.258226     1.00152      1.31438     1.46625     1.63684     2.01495   0.00793588
v    food    84                 2.76624    0.850365     1.17409      2.21238     2.73732     3.32705      4.4755    0.0267736
v    food    85                 1.38332    0.995856   -0.155508     0.567902     1.34646     2.04353     3.49168    0.0378871
v    food    86                 1.92943    0.881376    0.576814      1.19089     1.88647     2.55449     3.78723    0.0569834
v    food    87                  1.9408     0.99791    0.422613      1.15132     1.83846     2.57871     4.12002    0.0492066
v    food    88                 4.10461    0.735043     2.80558      3.59348     4.03747      4.5709     5.72496     0.038589
v    food    89                 2.68775     2.13205    -2.40195      0.96878     3.21709     4.26477     5.92122     0.176694
v    food    90                 2.52688    0.353326     1.87324      2.28366     2.50413     2.75637     3.26461    0.0113555
v    food    91                 3.32561    0.401163     2.60168      3.06106     3.29078      3.5774     4.14497    0.0139441
v    food    92                 3.79498    0.527053     2.83688      3.44172     3.78093     4.11067     4.92266    0.0181162
v    food    93                0.741318    0.617196   -0.236425     0.331954    0.633461     1.04664     2.27222    0.0177009
v    food    94                0.751422    0.700964  -0.0462895      0.32272    0.523861    0.957703     2.72364    0.0306631
v    food    95                 1.34447    0.985932    0.247811     0.573814    0.937608     2.01005     3.72541     0.060755
v    food    96                 2.01198    0.829615    0.883268      1.44474     1.82165     2.41111     4.09924    0.0423486
v    food    97                 1.75418     1.14684    0.350135     0.693262     1.56924     2.56309     4.35994    0.0750365
v    food    98                 1.59135    0.301647     1.06792      1.38371     1.56605     1.76949     2.26558    0.0127327
