subj_idx,choice,reward,n_trials
102,2,-1,320
102,1,-1,320
102,2,1,320
102,2,1,320
102,2,-1,320
102,2,1,320
102,2,-1,320
102,2,1,320
102,2,1,320
102,2,1,320
102,2,1,320
102,2,1,320
102,2,-1,320
102,2,1,320
102,2,1,320
102,2,1,320
102,2,1,320
102,2,1,320
102,2,1,320
102,2,1,320
102,2,-1,320
102,1,1,320
102,1,-1,320
102,2,-1,320
102,1,-1,320
102,2,1,320
102,2,1,320
103,2,-1,320
103,1,1,320
103,1,1,320
103,1,1,320
103,1,1,320
103,1,-1,320
103,2,-1,320
103,1,-1,320
103,1,1,320
103,2,-1,320
103,1,1,320
103,1,-1,320
103,2,-1,320
103,1,1,320
103,1,-1,320
103,1,1,320
103,2,-1,320
103,1,1,320
103,2,1,320
103,1,-1,320
103,2,-1,320
103,1,-1,320
103,1,1,320
103,1,1,320
103,1,-1,320
103,1,1,320
103,2,1,320
103,2,-1,320
103,1,-1,320
103,2,-1,320
103,2,-1,320
103,2,-1,320
103,2,-1,320
103,1,1,320
103,1,-1,320
103,1,1,320
103,1,1,320
103,1,1,320
103,2,-1,320
103,1,-1,320
103,2,-1,320
103,1,-1,320
103,2,-1,320
103,1,-1,320
103,1,1,320
103,2,-1,320
103,2,1,320
103,2,1,320
103,1,-1,320
103,2,-1,320
103,1,1,320
103,1,1,320
103,2,-1,320
103,2,1,320
103,1,1,320
103,1,-1,320
103,1,-1,320
103,2,1,320
103,2,1,320
103,1,-1,320
103,2,1,320
103,1,1,320
103,2,1,320
103,1,-1,320
103,2,1,320
103,1,-1,320
103,1,1,320
103,1,1,320
103,1,-1,320
103,2,1,320
103,1,-1,320
103,2,1,320
103,1,-1,320
103,1,-1,320
103,2,1,320
103,2,1,320
103,2,1,320
103,2,1,320
103,2,1,320
103,2,1,320
103,1,-1,320
103,2,-1,320
103,2,1,320
103,1,1,320
103,1,-1,320
103,1,1,320
103,2,-1,320
103,1,1,320
103,1,1,320
103,1,-1,320
103,1,1,320
103,2,1,320
103,2,1,320
103,1,1,320
103,2,-1,320
103,1,-1,320
103,1,1,320
103,1,1,320
103,1,-1,320
103,2,-1,320
103,1,-1,320
103,1,1,320
103,1,1,320
103,2,-1,320
103,2,1,320
103,1,1,320
103,2,-1,320
103,1,1,320
103,1,1,320
103,1,1,320
103,1,1,320
103,1,1,320
103,1,1,320
103,1,1,320
103,1,-1,320
103,2,-1,320
103,2,-1,320
103,1,1,320
103,1,1,320
103,1,-1,320
103,2,1,320
103,1,-1,320
103,2,-1,320
103,1,-1,320
103,1,1,320
103,2,-1,320
103,2,1,320
103,1,1,320
103,2,1,320
103,2,1,320
103,1,-1,320
103,2,1,320
103,2,-1,320
103,2,1,320
103,1,-1,320
103,2,1,320
103,1,-1,320
103,2,1,320
103,2,1,320
103,1,1,320
103,1,1,320
103,1,1,320
103,2,1,320
103,1,-1,320
103,2,-1,320
103,1,1,320
103,2,-1,320
103,2,1,320
103,1,-1,320
103,1,-1,320
103,1,-1,320
103,1,-1,320
103,2,-1,320
103,1,-1,320
103,2,1,320
103,2,1,320
103,1,-1,320
103,2,1,320
103,2,1,320
103,1,-1,320
104,2,1,160
104,2,-1,160
104,1,-1,160
104,2,-1,160
104,2,1,160
104,1,-1,160
104,2,-1,160
104,2,-1,160
104,1,-1,160
104,1,1,160
104,1,1,160
104,1,-1,160
104,2,1,160
104,2,-1,160
104,1,1,160
104,2,1,160
104,2,-1,160
104,1,-1,160
104,2,-1,160
104,1,1,160
104,1,1,160
104,2,-1,160
104,2,-1,160
104,2,-1,160
104,2,-1,160
104,2,1,160
104,2,-1,160
104,1,1,160
104,1,1,160
104,1,1,160
104,2,1,160
104,2,-1,160
104,1,1,160
104,1,1,160
104,1,1,160
104,2,-1,160
104,1,-1,160
104,2,-1,160
104,1,1,160
104,1,1,160
104,1,1,160
104,1,1,160
104,1,-1,160
104,1,1,160
104,1,-1,160
104,2,1,160
104,2,-1,160
104,1,1,160
104,1,-1,160
104,1,1,160
104,1,-1,160
104,1,1,160
104,1,-1,160
104,1,1,160
104,2,1,160
104,2,1,160
104,1,1,160
104,2,-1,160
104,1,-1,160
104,2,1,160
104,2,1,160
104,1,-1,160
104,2,1,160
104,2,1,160
104,2,1,160
104,1,-1,160
104,1,-1,160
104,1,-1,160
104,1,-1,160
104,1,-1,160
104,2,-1,160
104,1,-1,160
104,1,-1,160
104,2,1,160
104,2,1,160
104,2,-1,160
104,2,1,160
104,2,1,160
104,2,1,160
104,1,-1,160
104,2,-1,160
104,2,1,160
104,2,-1,160
104,2,-1,160
104,1,1,160
104,1,-1,160
104,1,-1,160
104,1,-1,160
104,2,1,160
104,2,-1,160
104,1,1,160
104,1,-1,160
104,2,-1,160
104,1,1,160
104,1,1,160
104,1,-1,160
104,1,-1,160
104,2,-1,160
104,1,-1,160
104,1,1,160
104,1,1,160
104,1,1,160
104,1,1,160
104,1,1,160
104,2,-1,160
104,2,-1,160
104,1,1,160
104,1,1,160
104,1,-1,160
104,1,1,160
104,1,1,160
104,1,1,160
104,1,-1,160
104,2,-1,160
104,1,-1,160
104,1,1,160
104,1,1,160
104,1,1,160
104,2,-1,160
104,1,1,160
104,1,-1,160
104,1,1,160
104,1,-1,160
104,1,1,160
104,1,-1,160
104,2,-1,160
104,2,-1,160
104,1,-1,160
104,2,1,160
104,2,1,160
104,2,-1,160
104,1,-1,160
104,2,-1,160
104,1,-1,160
104,2,1,160
104,2,-1,160
104,1,1,160
104,1,-1,160
104,1,1,160
104,1,-1,160
104,1,-1,160
104,2,-1,160
104,2,1,160
104,1,1,160
104,2,1,160
104,1,-1,160
104,1,-1,160
104,2,1,160
104,2,1,160
104,2,1,160
104,2,1,160
104,1,1,160
104,2,1,160
104,1,-1,160
104,1,-1,160
104,2,1,160
104,2,1,160
104,2,1,160
104,1,-1,160
104,1,-1,160
105,2,1,320
105,1,1,320
105,1,-1,320
105,2,-1,320
105,1,1,320
105,1,-1,320
105,1,1,320
105,1,-1,320
105,2,-1,320
105,2,-1,320
105,2,-1,320
105,2,1,320
105,2,-1,320
105,2,1,320
105,1,1,320
105,2,-1,320
105,2,1,320
105,1,-1,320
105,1,1,320
105,2,1,320
105,1,1,320
105,2,1,320
105,1,1,320
105,2,-1,320
105,2,1,320
105,1,1,320
105,2,-1,320
105,2,-1,320
105,2,-1,320
105,1,-1,320
105,1,1,320
105,1,1,320
105,2,-1,320
105,1,1,320
105,1,1,320
105,2,-1,320
105,1,1,320
105,1,1,320
105,1,1,320
105,1,1,320
105,2,-1,320
105,1,-1,320
105,2,1,320
105,1,-1,320
105,2,1,320
105,2,-1,320
105,1,1,320
105,1,1,320
105,1,-1,320
105,2,1,320
105,1,-1,320
105,2,1,320
105,2,-1,320
105,1,1,320
105,1,1,320
105,1,-1,320
105,2,-1,320
105,1,-1,320
105,1,1,320
105,1,-1,320
105,1,-1,320
105,2,-1,320
105,1,-1,320
105,1,-1,320
105,2,1,320
105,2,-1,320
105,1,-1,320
105,2,1,320
105,2,-1,320
105,1,-1,320
105,1,-1,320
105,2,1,320
105,2,1,320
105,2,1,320
105,1,-1,320
105,2,1,320
105,1,-1,320
105,1,-1,320
105,1,-1,320
105,1,-1,320
105,2,1,320
105,2,-1,320
105,1,-1,320
105,1,1,320
105,1,-1,320
105,2,-1,320
105,1,1,320
105,1,-1,320
105,2,-1,320
105,1,-1,320
105,1,-1,320
105,1,1,320
105,1,1,320
105,1,-1,320
105,1,1,320
105,1,-1,320
105,2,-1,320
105,2,1,320
105,2,-1,320
105,1,1,320
105,2,1,320
105,1,1,320
105,2,-1,320
105,2,1,320
105,1,1,320
105,2,-1,320
105,2,-1,320
105,1,1,320
105,1,1,320
105,1,1,320
105,2,1,320
105,2,-1,320
105,2,-1,320
105,1,1,320
105,1,1,320
105,1,1,320
105,1,1,320
105,1,1,320
105,1,1,320
105,1,1,320
105,1,-1,320
105,2,1,320
105,2,1,320
105,2,1,320
105,2,1,320
105,2,1,320
105,1,-1,320
105,1,1,320
105,1,1,320
105,1,-1,320
105,2,-1,320
105,1,1,320
105,1,1,320
105,1,1,320
105,1,-1,320
105,2,1,320
105,2,-1,320
105,1,-1,320
105,1,1,320
105,1,-1,320
105,1,-1,320
105,2,-1,320
105,1,1,320
105,1,-1,320
105,2,1,320
105,2,1,320
105,1,-1,320
105,2,-1,320
105,1,-1,320
105,1,-1,320
105,1,1,320
105,1,-1,320
105,2,1,320
105,2,1,320
105,1,-1,320
105,2,1,320
105,1,-1,320
105,2,1,320
105,1,-1,320
105,1,-1,320
106,2,1,160
106,2,1,160
106,2,-1,160
106,1,-1,160
106,2,-1,160
106,1,1,160
106,1,1,160
106,2,1,160
106,2,-1,160
106,1,1,160
106,2,-1,160
106,1,1,160
106,1,1,160
106,1,1,160
106,1,1,160
106,1,1,160
106,1,1,160
106,1,-1,160
106,2,-1,160
106,1,-1,160
106,2,-1,160
106,2,-1,160
106,1,1,160
106,1,1,160
106,1,1,160
106,1,1,160
106,1,1,160
106,1,1,160
106,1,1,160
106,1,-1,160
106,2,-1,160
106,1,1,160
106,1,-1,160
106,1,-1,160
106,2,1,160
106,2,1,160
106,2,-1,160
106,2,-1,160
106,1,-1,160
106,2,-1,160
106,1,-1,160
106,2,1,160
106,2,1,160
106,2,-1,160
106,2,1,160
106,2,1,160
106,2,1,160
106,2,1,160
106,2,1,160
106,2,-1,160
106,1,-1,160
106,2,1,160
106,2,1,160
106,2,1,160
106,2,-1,160
106,1,-1,160
106,1,-1,160
106,2,1,160
106,2,1,160
106,2,1,160
106,2,1,160
106,2,-1,160
106,1,1,160
106,1,1,160
106,1,-1,160
106,1,1,160
106,1,1,160
106,1,1,160
106,1,-1,160
106,2,1,160
106,2,1,160
106,2,1,160
106,2,-1,160
106,1,1,160
106,1,-1,160
106,1,1,160
106,1,-1,160
106,2,1,160
106,2,1,160
106,2,1,160
106,2,-1,160
106,1,-1,160
106,1,1,160
106,1,1,160
106,1,1,160
106,1,1,160
106,1,-1,160
106,2,-1,160
106,1,1,160
106,1,1,160
106,1,1,160
106,1,-1,160
106,2,1,160
106,2,-1,160
106,1,1,160
106,1,-1,160
106,2,-1,160
106,1,1,160
106,1,1,160
106,1,-1,160
106,1,-1,160
106,2,1,160
106,2,-1,160
106,1,-1,160
106,2,-1,160
106,1,1,160
106,1,1,160
106,1,1,160
106,1,1,160
106,1,1,160
106,2,1,160
106,2,-1,160
106,1,1,160
106,1,1,160
106,1,1,160
106,2,-1,160
106,1,1,160
106,1,-1,160
106,2,1,160
106,2,-1,160
106,1,-1,160
106,1,1,160
106,1,-1,160
106,2,1,160
106,1,1,160
106,1,-1,160
106,2,1,160
106,1,1,160
106,1,1,160
106,1,1,160
106,1,1,160
106,1,1,160
106,1,-1,160
106,2,1,160
106,2,-1,160
106,1,-1,160
106,2,-1,160
106,2,1,160
106,1,-1,160
106,1,-1,160
106,1,-1,160
106,1,-1,160
106,1,-1,160
106,2,1,160
106,2,1,160
106,2,-1,160
106,1,-1,160
106,2,1,160
106,1,-1,160
106,2,-1,160
106,2,1,160
106,1,-1,160
106,1,-1,160
106,1,-1,160
106,1,-1,160
106,1,-1,160
106,1,-1,160
106,2,1,160
106,2,-1,160
106,1,-1,160
107,2,1,320
107,2,-1,320
107,1,-1,320
107,1,1,320
107,2,-1,320
107,1,-1,320
107,2,-1,320
107,2,1,320
107,1,1,320
107,1,-1,320
107,1,1,320
107,1,1,320
107,2,1,320
107,1,1,320
107,1,1,320
107,2,-1,320
107,1,1,320
107,1,1,320
107,1,1,320
107,1,-1,320
107,2,1,320
107,2,-1,320
107,1,1,320
107,1,-1,320
107,2,1,320
107,2,1,320
107,2,-1,320
107,1,1,320
107,1,1,320
107,2,1,320
107,1,1,320
107,1,1,320
107,2,1,320
107,1,1,320
107,1,1,320
107,2,-1,320
107,1,1,320
107,1,1,320
107,1,1,320
107,1,1,320
107,1,1,320
107,1,-1,320
107,2,1,320
107,2,1,320
107,2,1,320
107,2,1,320
107,2,-1,320
107,1,1,320
107,1,-1,320
107,2,-1,320
107,1,1,320
107,1,-1,320
107,1,-1,320
107,2,1,320
107,2,1,320
107,2,-1,320
107,2,1,320
107,1,-1,320
107,2,1,320
107,2,-1,320
107,2,1,320
107,1,-1,320
107,2,1,320
107,2,-1,320
107,2,-1,320
107,1,1,320
107,1,-1,320
107,1,1,320
107,2,1,320
107,1,-1,320
107,2,1,320
107,2,1,320
107,2,1,320
107,2,1,320
107,2,1,320
107,2,1,320
107,2,1,320
107,2,1,320
107,2,-1,320
107,1,-1,320
107,1,-1,320
107,2,-1,320
107,1,1,320
107,1,1,320
107,1,1,320
107,1,1,320
107,1,-1,320
107,2,-1,320
107,1,-1,320
107,1,-1,320
107,2,1,320
107,2,1,320
107,2,-1,320
107,1,-1,320
107,2,1,320
107,1,1,320
107,2,-1,320
107,1,-1,320
107,1,1,320
107,1,1,320
107,1,-1,320
107,2,-1,320
107,1,1,320
107,1,1,320
107,2,-1,320
107,1,1,320
107,1,1,320
107,1,1,320
107,1,1,320
107,1,-1,320
107,1,1,320
107,1,1,320
107,1,1,320
107,2,1,320
107,1,1,320
107,1,1,320
107,1,1,320
107,1,1,320
107,2,-1,320
107,1,1,320
107,1,1,320
107,2,-1,320
107,1,-1,320
107,2,1,320
107,2,-1,320
107,1,-1,320
107,2,-1,320
107,2,-1,320
107,1,1,320
107,1,1,320
107,1,-1,320
107,2,1,320
107,2,1,320
107,2,1,320
107,2,1,320
107,1,-1,320
107,2,1,320
107,2,1,320
107,2,1,320
107,2,-1,320
107,1,-1,320
107,2,1,320
107,2,1,320
107,2,-1,320
107,2,1,320
107,2,1,320
107,1,-1,320
107,2,-1,320
107,2,1,320
107,2,1,320
107,2,-1,320
107,2,1,320
107,2,1,320
107,2,1,320
107,1,-1,320
107,2,1,320
107,2,1,320
107,2,-1,320
107,2,1,320
107,2,1,320
108,1,1,320
108,1,1,320
108,2,1,320
108,1,-1,320
108,2,1,320
108,2,-1,320
108,2,-1,320
108,1,-1,320
108,2,-1,320
108,2,1,320
108,1,1,320
108,2,1,320
108,2,1,320
108,1,-1,320
108,2,1,320
108,2,-1,320
108,1,1,320
108,1,1,320
108,2,1,320
108,1,1,320
108,2,-1,320
108,2,-1,320
108,2,-1,320
108,2,-1,320
108,1,1,320
108,1,1,320
108,2,1,320
108,2,-1,320
108,2,-1,320
108,2,-1,320
108,2,-1,320
108,1,1,320
108,1,1,320
108,1,1,320
108,1,1,320
108,1,1,320
108,1,1,320
108,1,1,320
108,1,-1,320
108,2,-1,320
108,1,-1,320
108,2,1,320
108,1,1,320
108,1,1,320
108,1,-1,320
108,2,1,320
108,2,-1,320
108,1,1,320
108,1,1,320
108,2,-1,320
108,1,-1,320
108,2,-1,320
108,1,-1,320
108,1,-1,320
108,2,1,320
108,2,-1,320
108,2,1,320
108,1,-1,320
108,2,1,320
108,1,-1,320
108,2,1,320
108,2,1,320
108,2,1,320
108,2,1,320
108,2,1,320
108,2,-1,320
108,1,1,320
108,1,1,320
108,1,1,320
108,2,1,320
108,2,1,320
108,2,1,320
108,1,-1,320
108,1,-1,320
108,2,1,320
108,2,1,320
108,2,1,320
108,2,1,320
108,1,-1,320
108,2,1,320
108,2,-1,320
108,1,1,320
108,1,-1,320
108,2,-1,320
108,2,-1,320
108,1,-1,320
108,2,1,320
108,2,1,320
108,2,-1,320
108,1,1,320
108,1,-1,320
108,2,1,320
108,1,-1,320
108,2,-1,320
108,1,1,320
108,1,1,320
108,1,-1,320
108,2,1,320
108,2,-1,320
108,2,1,320
108,1,1,320
108,2,-1,320
108,2,1,320
108,1,-1,320
108,1,1,320
108,1,1,320
108,2,-1,320
108,2,-1,320
108,1,1,320
108,1,1,320
108,2,1,320
108,1,1,320
108,1,1,320
108,1,1,320
108,2,-1,320
108,1,1,320
108,1,1,320
108,1,1,320
108,1,1,320
108,2,-1,320
108,1,1,320
108,1,1,320
108,1,-1,320
108,1,-1,320
108,2,-1,320
108,1,1,320
108,1,-1,320
108,2,-1,320
108,1,-1,320
108,1,-1,320
108,2,-1,320
108,1,-1,320
108,2,1,320
108,2,1,320
108,1,1,320
108,1,-1,320
108,1,-1,320
108,1,-1,320
108,1,1,320
108,1,-1,320
108,2,-1,320
108,2,1,320
108,1,-1,320
108,2,1,320
108,1,-1,320
108,1,1,320
108,1,-1,320
108,1,-1,320
108,2,1,320
108,2,1,320
108,1,-1,320
108,1,1,320
108,2,1,320
108,2,1,320
108,2,1,320
108,1,1,320
108,2,1,320
108,2,1,320
108,2,1,320
108,1,-1,320
109,2,-1,320
109,2,-1,320
109,1,1,320
109,1,-1,320
109,2,-1,320
109,1,1,320
109,2,1,320
109,2,1,320
109,2,1,320
109,2,1,320
109,2,-1,320
109,1,1,320
109,1,-1,320
109,2,-1,320
109,1,-1,320
109,1,-1,320
109,2,1,320
109,2,-1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,-1,320
109,2,-1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,-1,320
109,2,-1,320
109,1,-1,320
109,1,-1,320
109,2,-1,320
109,1,1,320
109,1,1,320
109,1,-1,320
109,2,1,320
109,2,-1,320
109,1,-1,320
109,2,1,320
109,2,1,320
109,2,1,320
109,2,1,320
109,2,1,320
109,2,1,320
109,2,1,320
109,2,1,320
109,2,-1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,-1,320
109,2,1,320
109,2,1,320
109,2,1,320
109,2,1,320
109,2,1,320
109,2,1,320
109,2,1,320
109,2,1,320
109,2,-1,320
109,1,-1,320
109,2,1,320
109,2,1,320
109,2,-1,320
109,1,-1,320
109,2,1,320
109,2,1,320
109,2,1,320
109,2,1,320
109,2,1,320
109,2,1,320
109,2,-1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,-1,320
109,2,1,320
109,2,-1,320
109,2,-1,320
109,1,-1,320
109,2,-1,320
109,1,-1,320
109,2,1,320
109,2,-1,320
109,1,1,320
109,1,1,320
109,1,-1,320
109,2,-1,320
109,1,-1,320
109,2,-1,320
109,1,-1,320
109,2,-1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,-1,320
109,2,-1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,1,320
109,1,-1,320
109,2,1,320
109,2,1,320
109,2,1,320
109,2,-1,320
109,1,-1,320
109,2,-1,320
109,1,-1,320
109,2,-1,320
109,1,1,320
109,1,-1,320
109,2,1,320
109,2,-1,320
109,1,1,320
109,1,1,320
109,1,-1,320
109,2,-1,320
109,1,-1,320
109,2,1,320
109,2,1,320
109,2,-1,320
109,1,-1,320
109,1,-1,320
109,2,1,320
109,2,1,320
109,2,-1,320
109,1,-1,320
109,2,1,320
109,2,-1,320
109,1,-1,320
109,2,1,320
109,2,1,320
109,2,1,320
109,2,1,320
109,2,1,320
109,2,1,320
109,2,-1,320
109,1,-1,320
109,2,1,320
109,2,1,320
110,1,-1,160
110,2,-1,160
110,1,-1,160
110,2,1,160
110,2,1,160
110,2,1,160
110,2,-1,160
110,1,1,160
110,1,1,160
110,1,1,160
110,1,1,160
110,1,1,160
110,1,1,160
110,1,1,160
110,1,1,160
110,1,-1,160
110,2,-1,160
110,1,-1,160
110,2,-1,160
110,2,-1,160
110,2,1,160
110,1,-1,160
110,2,-1,160
110,2,1,160
110,1,-1,160
110,1,1,160
110,1,1,160
110,2,-1,160
110,1,1,160
110,2,-1,160
110,1,1,160
110,1,1,160
110,1,1,160
110,1,1,160
110,2,-1,160
110,1,1,160
110,1,1,160
110,1,1,160
110,1,1,160
110,1,-1,160
110,2,1,160
110,2,-1,160
110,1,1,160
110,2,-1,160
110,1,-1,160
110,1,1,160
110,1,-1,160
110,1,-1,160
110,2,1,160
110,1,-1,160
110,2,1,160
110,2,-1,160
110,1,-1,160
110,2,-1,160
110,2,1,160
110,2,1,160
110,2,-1,160
110,1,-1,160
110,1,-1,160
110,2,1,160
110,2,-1,160
110,1,-1,160
110,1,-1,160
110,2,-1,160
110,1,-1,160
110,1,-1,160
110,2,1,160
110,2,-1,160
110,1,1,160
110,2,1,160
110,1,-1,160
110,1,-1,160
110,2,1,160
110,1,-1,160
110,2,1,160
110,2,1,160
110,2,1,160
110,2,1,160
110,2,-1,160
110,1,-1,160
110,1,1,160
110,2,1,160
110,1,1,160
110,1,1,160
110,2,-1,160
110,1,-1,160
110,2,1,160
110,2,1,160
110,2,-1,160
110,2,-1,160
110,2,1,160
110,1,-1,160
110,1,1,160
110,1,1,160
110,2,-1,160
110,1,-1,160
110,2,-1,160
110,2,1,160
110,2,-1,160
110,1,1,160
110,1,1,160
110,2,-1,160
110,2,1,160
110,1,1,160
110,2,-1,160
110,2,1,160
110,2,-1,160
110,2,-1,160
110,2,-1,160
110,1,1,160
110,1,1,160
110,1,1,160
110,1,1,160
110,1,-1,160
110,2,-1,160
110,1,1,160
110,1,1,160
110,1,1,160
110,1,1,160
110,1,1,160
110,1,-1,160
110,2,-1,160
110,1,-1,160
110,1,-1,160
110,2,1,160
110,2,1,160
110,1,-1,160
110,2,1,160
110,2,1,160
110,2,-1,160
110,2,1,160
110,2,-1,160
110,2,1,160
110,1,1,160
110,1,-1,160
110,1,-1,160
110,2,-1,160
110,2,1,160
110,2,1,160
110,2,1,160
110,2,1,160
110,2,-1,160
110,1,1,160
110,2,1,160
110,1,1,160
110,2,-1,160
110,2,1,160
110,2,1,160
110,2,1,160
110,2,1,160
110,2,1,160
110,2,1,160
110,2,1,160
110,2,-1,160
110,1,-1,160
110,1,-1,160
110,2,1,160
110,2,1,160
110,2,1,160
110,2,-1,160
111,2,-1,320
111,2,1,320
111,2,1,320
111,1,1,320
111,1,1,320
111,2,-1,320
111,1,1,320
111,1,1,320
111,2,-1,320
111,2,1,320
111,1,1,320
111,2,1,320
111,2,1,320
111,2,-1,320
111,1,1,320
111,2,1,320
111,2,-1,320
111,1,-1,320
111,1,-1,320
111,1,-1,320
111,1,-1,320
111,1,1,320
111,2,-1,320
111,1,1,320
111,1,-1,320
111,2,-1,320
111,1,1,320
111,2,1,320
111,1,-1,320
111,1,1,320
111,2,-1,320
111,2,-1,320
111,1,1,320
111,1,-1,320
111,2,1,320
111,2,-1,320
111,2,-1,320
111,1,1,320
111,1,1,320
111,2,-1,320
111,1,1,320
111,2,-1,320
111,1,-1,320
111,1,-1,320
111,1,-1,320
111,2,1,320
111,1,1,320
111,2,-1,320
111,1,-1,320
111,2,-1,320
111,2,-1,320
111,1,1,320
111,2,-1,320
111,2,1,320
111,1,-1,320
111,1,1,320
111,2,1,320
111,2,1,320
111,2,-1,320
111,1,-1,320
111,1,-1,320
111,1,-1,320
111,1,-1,320
111,2,1,320
111,2,1,320
111,1,-1,320
111,2,1,320
111,1,-1,320
111,1,-1,320
111,2,1,320
111,2,1,320
111,2,1,320
111,2,1,320
111,2,1,320
111,2,1,320
111,2,1,320
111,2,-1,320
111,1,-1,320
111,1,1,320
111,1,-1,320
111,1,1,320
111,1,-1,320
111,1,1,320
111,2,-1,320
111,1,1,320
111,1,1,320
111,1,-1,320
111,1,1,320
111,2,-1,320
111,1,1,320
111,1,1,320
111,1,-1,320
111,1,-1,320
111,2,1,320
111,2,-1,320
111,2,1,320
111,2,1,320
111,1,1,320
111,1,1,320
111,1,1,320
111,1,-1,320
111,1,-1,320
111,1,1,320
111,2,-1,320
111,1,1,320
111,1,1,320
111,1,1,320
111,1,-1,320
111,1,1,320
111,1,-1,320
111,1,1,320
111,2,1,320
111,1,1,320
111,2,-1,320
111,2,-1,320
111,2,-1,320
111,2,-1,320
111,1,1,320
111,1,1,320
111,1,1,320
111,1,-1,320
111,2,1,320
111,1,-1,320
111,2,1,320
111,2,-1,320
111,2,1,320
111,2,1,320
111,2,1,320
111,2,1,320
111,2,-1,320
111,1,1,320
111,1,-1,320
111,2,1,320
111,2,-1,320
111,1,1,320
111,1,1,320
111,1,-1,320
111,1,-1,320
111,1,-1,320
111,1,-1,320
111,1,-1,320
111,1,-1,320
111,2,1,320
111,2,1,320
111,2,1,320
111,1,1,320
111,1,-1,320
111,1,-1,320
111,2,-1,320
111,1,-1,320
111,2,-1,320
111,1,-1,320
111,2,1,320
111,2,-1,320
111,2,1,320
111,2,1,320
111,2,-1,320
111,2,-1,320
111,1,-1,320
111,2,1,320
112,2,-1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,-1,320
112,2,-1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,-1,320
112,2,-1,320
112,1,1,320
112,1,-1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,-1,320
112,2,1,320
112,2,-1,320
112,1,-1,320
112,1,-1,320
112,2,1,320
112,2,-1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,-1,320
112,2,1,320
112,2,1,320
112,2,-1,320
112,1,-1,320
112,1,1,320
112,1,1,320
112,1,-1,320
112,1,-1,320
112,2,1,320
112,2,1,320
112,2,1,320
112,2,1,320
112,2,-1,320
112,1,-1,320
112,2,-1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,-1,320
112,2,-1,320
112,1,-1,320
112,2,1,320
112,2,-1,320
112,1,1,320
112,1,-1,320
112,2,-1,320
112,1,-1,320
112,2,1,320
112,2,1,320
112,2,1,320
112,2,1,320
112,1,-1,320
112,2,1,320
112,2,1,320
112,2,1,320
112,2,1,320
112,2,1,320
112,2,1,320
112,2,1,320
112,2,1,320
112,2,1,320
112,2,1,320
112,2,1,320
112,2,-1,320
112,1,1,320
112,1,-1,320
112,2,-1,320
112,1,1,320
112,1,-1,320
112,2,-1,320
112,1,1,320
112,1,-1,320
112,1,-1,320
112,2,-1,320
112,1,1,320
112,1,-1,320
112,1,1,320
112,1,-1,320
112,2,1,320
112,2,1,320
112,2,1,320
112,2,1,320
112,2,-1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,-1,320
112,2,-1,320
112,2,-1,320
112,1,-1,320
112,2,-1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,1,320
112,1,-1,320
112,2,-1,320
112,2,1,320
112,2,1,320
112,2,-1,320
112,1,1,320
112,1,-1,320
112,2,-1,320
112,2,1,320
112,2,1,320
112,2,1,320
112,2,-1,320
112,1,1,320
112,1,-1,320
112,2,1,320
112,2,1,320
112,2,-1,320
112,1,-1,320
112,2,1,320
112,2,-1,320
112,1,-1,320
112,2,-1,320
112,1,-1,320
112,2,1,320
112,2,-1,320
112,1,-1,320
112,2,1,320
112,2,1,320
112,2,1,320
112,2,1,320
112,2,-1,320
112,1,-1,320
112,2,1,320
112,2,-1,320
112,2,1,320
112,1,-1,320
112,2,1,320
112,2,1,320
112,1,-1,320
112,2,1,320
113,1,1,320
113,1,1,320
113,1,1,320
113,1,1,320
113,1,1,320
113,1,1,320
113,1,1,320
113,1,-1,320
113,2,1,320
113,2,-1,320
113,1,-1,320
113,2,1,320
113,2,1,320
113,2,1,320
113,2,-1,320
113,2,-1,320
113,1,1,320
113,1,1,320
113,1,1,320
113,1,1,320
113,1,-1,320
113,2,1,320
113,2,-1,320
113,1,1,320
113,1,1,320
113,1,1,320
113,2,1,320
113,1,1,320
113,1,1,320
113,1,1,320
